,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
0,['nox-Zelo nizka'],['pm25-Zelo dobra'],1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0
1,['pm25-Zelo dobra'],['nox-Zelo nizka'],1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0
3,"['nox-Zelo nizka', 'no2-Zelo dobra']",['pm25-Zelo dobra'],0.9909985935302391,1.0,0.9909985935302391,1.0,1.0,0.0,inf,0.0
4,"['pm25-Zelo dobra', 'no2-Zelo dobra']",['nox-Zelo nizka'],0.9909985935302391,1.0,0.9909985935302391,1.0,1.0,0.0,inf,0.0
7,['no2-Zelo dobra'],"['nox-Zelo nizka', 'pm25-Zelo dobra']",0.9909985935302391,1.0,0.9909985935302391,1.0,1.0,0.0,inf,0.0
9,['no2-Zelo dobra'],['pm25-Zelo dobra'],0.9909985935302391,1.0,0.9909985935302391,1.0,1.0,0.0,inf,0.0
11,['no2-Zelo dobra'],['nox-Zelo nizka'],0.9909985935302391,1.0,0.9909985935302391,1.0,1.0,0.0,inf,0.0
12,"['nox-Zelo nizka', 'pm4-Zelo dobra']",['pm25-Zelo dobra'],0.9627566807313642,1.0,0.9627566807313642,1.0,1.0,0.0,inf,0.0
14,"['pm4-Zelo dobra', 'pm25-Zelo dobra']",['nox-Zelo nizka'],0.9627566807313642,1.0,0.9627566807313642,1.0,1.0,0.0,inf,0.0
16,['pm4-Zelo dobra'],"['nox-Zelo nizka', 'pm25-Zelo dobra']",0.9627566807313642,1.0,0.9627566807313642,1.0,1.0,0.0,inf,0.0
18,['pm4-Zelo dobra'],['pm25-Zelo dobra'],0.9627566807313642,1.0,0.9627566807313642,1.0,1.0,0.0,inf,0.0
21,['pm4-Zelo dobra'],['nox-Zelo nizka'],0.9627566807313642,1.0,0.9627566807313642,1.0,1.0,0.0,inf,0.0
23,"['nox-Zelo nizka', 'pm4-Zelo dobra', 'no2-Zelo dobra']",['pm25-Zelo dobra'],0.9574683544303797,1.0,0.9574683544303797,1.0,1.0,0.0,inf,0.0
25,"['pm4-Zelo dobra', 'pm25-Zelo dobra', 'no2-Zelo dobra']",['nox-Zelo nizka'],0.9574683544303797,1.0,0.9574683544303797,1.0,1.0,0.0,inf,0.0
30,"['pm4-Zelo dobra', 'no2-Zelo dobra']","['nox-Zelo nizka', 'pm25-Zelo dobra']",0.9574683544303797,1.0,0.9574683544303797,1.0,1.0,0.0,inf,0.0
